City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,rio grande,-32.035,-52.0986,64.51,92,92,5.51,BR,1722877211
364,huarmey,-10.0681,-78.1522,68.81,68,11,5.33,PE,1722877146
365,juneau,58.3019,-134.4197,62.6,67,0,2.06,US,1722877387
366,luganville,-15.5333,167.1667,73.02,68,67,4.52,VU,1722877275
367,szamotuly,52.612,16.5779,72.14,52,79,4.57,PL,1722877390
368,gao,16.6362,1.637,96.21,37,34,4.06,ML,1722877280
369,polyarnyy,69.1989,33.4478,57.78,66,0,4.34,RU,1722877393
370,takanabe,32.1333,131.5,82.29,89,5,1.27,JP,1722877394
371,queenstown,-31.8976,26.8753,50.0,23,0,2.45,ZA,1722877395
372,tarija,-21.5355,-64.7296,75.11,35,0,2.06,BO,1722877357
373,magadan,59.5667,150.8,53.64,85,100,1.51,RU,1722877397
374,bubaque,11.2833,-15.8333,78.96,85,93,6.19,GW,1722876928
375,kulhudhuffushi,6.6221,73.07,82.36,76,100,3.14,MV,1722877400
376,eureka,40.8021,-124.1637,58.24,93,95,3.14,US,1722877310
377,lijiang,26.8688,100.2207,58.77,95,79,0.98,CN,1722877403
378,bonthe,7.5264,-12.505,79.25,81,88,4.78,SL,1722877249
379,saint augustine beach,29.8505,-81.2654,80.6,89,100,12.35,US,1722877405
380,sitka,57.0531,-135.33,64.29,68,20,0.0,US,1722877406
381,aleksandrovsk-sakhalinskiy,50.8975,142.1561,57.13,85,64,3.15,RU,1722877407
382,muravlenko,63.7898,74.523,50.43,87,100,5.85,RU,1722877408
383,alotau,-10.3069,150.4462,73.45,96,100,1.86,PG,1722877409
384,general conesa,-40.1,-64.4333,65.91,27,87,6.94,AR,1722877411
385,hilo,19.7297,-155.09,71.33,87,100,3.09,US,1722877412
386,sanibel,26.449,-82.0223,88.03,83,100,2.68,US,1722877413
387,thief river falls,48.1191,-96.1812,65.35,77,20,4.12,US,1722877232
388,suntar,62.1444,117.6319,53.83,94,75,1.8,RU,1722877415
389,khandyga,62.6667,135.6,55.15,91,100,1.68,RU,1722877416
390,beau vallon,-20.4189,57.6953,67.21,82,20,0.0,MU,1722877417
391,manta,-0.95,-80.7333,80.38,74,20,5.66,EC,1722877418
392,narasannapeta,18.4167,84.05,80.33,89,100,3.22,IN,1722877419
393,yantongshan,43.2919,126.0094,70.41,96,73,2.11,CN,1722877420
394,mount pleasant,32.7941,-79.8626,78.01,97,40,7.2,US,1722877308
395,ribadesella,43.4614,-5.0596,77.95,77,8,1.56,ES,1722877422
396,ulaangom,49.9811,92.0667,63.03,63,51,10.49,MN,1722877423
397,tchibanga,-2.85,11.0333,75.99,60,87,3.47,GA,1722877425
398,ghanzi,-21.5667,21.7833,65.05,21,0,3.26,BW,1722877426
399,phan rang-thap cham,11.5667,108.9833,77.13,89,38,1.43,VN,1722877231
400,karoi,-16.8099,29.6925,66.88,16,0,1.93,ZW,1722877428
401,sofiyivka,48.0493,33.8746,76.82,29,55,5.3,UA,1722877429
402,ikast,56.1388,9.1577,71.24,53,75,1.54,DK,1722877430
403,chonchi,-42.6128,-73.8092,47.12,97,100,2.88,CL,1722877332
404,las juntas,19.4167,-104.7,81.93,56,71,1.83,MX,1722877432
405,yafran,32.0633,12.5286,83.3,64,0,8.43,LY,1722877433
406,laguna,38.421,-121.4238,87.08,53,0,3.6,US,1722877434
407,guerrero negro,27.9769,-114.0611,79.02,55,100,3.75,MX,1722876945
408,juankoski,63.0667,28.35,71.56,58,40,2.37,FI,1722877436
409,manokwari,-0.8667,134.0833,79.0,80,76,3.41,ID,1722877294
410,newman,37.3138,-121.0208,84.54,23,0,1.17,US,1722877439
411,howrah,22.5892,88.3103,82.4,89,40,2.06,IN,1722877440
412,saint-joseph,-21.3667,55.6167,68.38,78,38,2.62,RE,1722877441
413,tam ky,15.5667,108.4833,76.82,90,36,1.66,VN,1722877442
414,namtsy,62.7161,129.6658,57.85,94,100,2.43,RU,1722877443
415,bodaybo,57.8506,114.1933,57.96,94,73,0.43,RU,1722877444
416,gumla,23.05,84.55,76.82,87,100,1.74,IN,1722877445
417,acajutla,13.5928,-89.8275,84.94,67,100,2.51,SV,1722877446
418,salinopolis,-0.6136,-47.3561,83.8,68,64,7.23,BR,1722877447
419,kayangel,8.0823,134.7173,83.12,76,99,3.27,PW,1722877448
420,vernon,50.2581,-119.2691,81.93,51,0,1.03,CA,1722877431
421,jacksonville,30.3322,-81.6556,80.64,94,100,12.35,US,1722877207
422,big spring,32.2504,-101.4787,88.25,48,0,4.63,US,1722877451
423,nova olinda do norte,-3.8881,-59.0942,100.06,22,14,2.7,BR,1722877453
424,glusburn,53.9,-2.0,74.82,79,94,6.98,GB,1722877454
425,wladyslawowo,54.7909,18.4009,69.48,83,73,4.54,PL,1722877455
426,nema,57.5067,50.5011,61.56,90,55,1.56,RU,1722877456
427,iwon-up,40.3231,128.6553,75.74,97,80,0.94,KP,1722877457
428,machico,32.7,-16.7667,81.72,63,40,6.17,PT,1722877458
429,knyaze-volkonskoye,48.4642,135.4567,71.94,95,90,3.55,RU,1722877459
430,kargopol',61.5071,38.9456,60.71,80,100,2.84,RU,1722877460
431,rawson,-43.3002,-65.1023,51.69,61,100,3.33,AR,1722877461
432,trevelin,-43.0858,-71.4639,42.28,96,100,0.43,AR,1722877462
433,iskateley,67.6803,53.1512,48.56,75,4,6.84,RU,1722877463
434,trujillo,-8.116,-79.03,66.16,77,75,1.03,PE,1722877333
435,ressano garcia,-25.442,31.9913,67.19,71,80,4.2,MZ,1722877466
436,morehead city,34.7229,-76.726,85.01,80,20,4.12,US,1722877201
437,kerikeri,-35.2268,173.9474,43.43,91,7,1.91,NZ,1722877468
438,kuqa,41.7278,82.9364,89.44,20,61,2.51,CN,1722877227
439,pacasmayo,-7.4006,-79.5714,68.56,69,53,6.75,PE,1722877470
440,luza,60.6308,47.2512,59.59,97,74,1.97,RU,1722877471
441,praia da vitoria,38.7333,-27.0667,82.65,69,20,4.55,PT,1722877472
442,gaalkacyo,6.7697,47.4308,89.56,35,100,4.18,SO,1722877473
443,havre,49.5833,0.3333,73.8,68,0,5.14,FR,1722877474
444,ulsteinvik,62.3432,5.8487,65.32,87,100,0.45,NO,1722877475
445,bereznik,62.8551,42.7072,60.93,80,98,2.09,RU,1722877476
446,matiri,-10.75,34.9,61.88,43,1,1.62,TZ,1722877477
447,askoy,60.4092,5.226,66.96,68,75,7.2,NO,1722877479
448,qamdo,31.1667,97.2333,49.03,56,14,0.92,CN,1722877480
449,terenos,-20.4422,-54.8603,92.91,21,0,4.63,BR,1722877481
450,shira,54.4911,89.9531,59.41,90,100,2.48,RU,1722877482
451,slave lake,55.2834,-114.769,62.58,72,100,1.03,CA,1722877431
452,mut,36.6439,33.4389,88.81,34,42,2.74,TR,1722877485
453,pavlodar,52.3,76.95,62.4,82,0,3.0,KZ,1722877486
454,primorsk,46.7348,36.3443,78.58,52,41,3.71,UA,1722877487
455,coruripe,-10.1256,-36.1756,77.58,72,29,5.66,BR,1722877488
456,nabire,-3.3667,135.4833,73.76,94,78,1.76,ID,1722877489
457,ixtapa,20.7,-105.2,90.23,70,40,2.24,MX,1722877490
458,bardai,11.65,7.2333,78.19,73,99,4.55,NG,1722877491
459,timimoun,29.2639,0.231,115.18,6,40,2.57,DZ,1722877493
460,ndjole,-0.1783,10.7649,82.35,56,99,3.17,GA,1722877494
461,qina,26.1642,32.7267,101.84,12,86,4.42,EG,1722877495
462,lucas,41.6501,-83.6666,83.14,78,40,4.63,US,1722877496
463,malango,-2.9627,119.9001,64.69,99,38,1.05,ID,1722877497
464,haiku-pauwela,20.9219,-156.3051,74.25,81,0,3.13,US,1722877498
465,puerto plata,19.7934,-70.6884,91.31,62,20,7.2,DO,1722877499
466,gordonvale,-17.0936,145.7842,64.71,100,49,1.69,AU,1722877500
467,vallenar,-28.5708,-70.7581,66.7,31,100,1.89,CL,1722877502
468,richards bay,-28.783,32.0377,62.67,67,80,2.0,ZA,1722877503
469,novaya igirma,57.1334,103.9112,56.88,70,5,0.67,RU,1722877505
470,jumelles,47.4351,-0.1037,80.78,52,0,1.78,FR,1722877506
471,ulanhot,46.0833,122.0833,68.77,71,0,2.84,CN,1722877507
472,santa terezinha,-29.9002,-50.0904,63.54,94,77,2.27,BR,1722877508
473,sao joao da barra,-21.6403,-41.0511,82.49,76,0,7.79,BR,1722877509
474,natal,-5.795,-35.2094,84.42,58,40,9.77,BR,1722877231
475,cefalu,38.0386,14.0229,87.55,86,1,1.34,IT,1722877511
476,stettler,52.3168,-112.7186,61.75,84,95,4.6,CA,1722877512
477,berezovyy,51.6667,135.7,61.7,95,100,1.62,RU,1722877513
478,la ronge,55.1001,-105.2842,66.45,45,100,2.06,CA,1722877514
479,altamira,-3.2033,-52.2064,89.69,58,40,0.0,BR,1722877516
480,n'zeto,-7.2312,12.8666,70.25,80,33,4.46,AO,1722877517
481,imam qasim,32.298,44.6828,102.25,11,0,3.55,IQ,1722877519
482,daru,-9.0763,143.2092,75.52,89,99,6.61,PG,1722877520
483,vidalia,32.2177,-82.4135,75.31,94,100,8.23,US,1722877277
484,saynshand,44.8824,110.1163,77.47,28,11,6.93,MN,1722877522
485,biltine,14.5333,20.9167,74.14,86,100,2.08,TD,1722877480
486,valparaiso,-33.0393,-71.6273,55.99,87,100,6.17,CL,1722877474
487,keflavik,64.0049,-22.5624,57.11,94,100,3.09,IS,1722877525
488,frederikssund,55.8396,12.069,69.19,66,78,1.34,DK,1722877526
489,cururupu,-1.8283,-44.8683,86.92,52,69,2.53,BR,1722877369
490,banfora,10.6333,-4.7667,80.44,81,99,3.05,BF,1722877529
491,sisimiut,66.9395,-53.6735,46.76,74,81,2.38,GL,1722877530
492,ad dilam,23.9915,47.1627,102.61,7,41,4.22,SA,1722877532
493,prado,-17.3411,-39.2208,77.31,64,0,3.72,BR,1722877533
494,jeddah,21.5169,39.2192,98.46,34,0,7.2,SA,1722877534
495,sao gabriel da cachoeira,-0.1303,-67.0892,82.2,83,75,1.54,BR,1722877535
496,at taraf,25.3628,49.725,100.94,28,51,3.84,SA,1722877536
497,lyubimets,41.8333,26.0833,84.87,36,72,0.38,BG,1722877537
498,ridgecrest,35.6225,-117.6709,98.69,14,20,0.0,US,1722877538
499,leer,53.2316,7.461,78.01,66,66,2.41,DE,1722877539
500,pervomayskoye,43.919,46.7102,76.53,64,13,3.8,RU,1722877540
501,taltal,-25.4,-70.4833,61.79,67,0,3.27,CL,1722877541
502,kailua-kona,19.6406,-155.9956,76.96,90,0,2.06,US,1722877542
503,fenghua,29.6563,121.4064,85.89,74,0,5.0,CN,1722877543
504,metlili chaamba,32.2667,3.6333,103.14,13,0,2.06,DZ,1722877544
505,changji,44.0167,87.3167,88.59,29,20,3.0,CN,1722877546
506,kholmsk,47.0511,142.0569,60.69,89,99,1.19,RU,1722877547
507,campbell river,50.0163,-125.2446,69.46,63,20,3.6,CA,1722877548
508,auki,-8.7676,160.7034,72.36,97,100,2.91,SB,1722877549
509,kenora,49.8167,-94.4337,67.17,55,75,2.06,CA,1722877550
510,hadjout,36.5126,2.4138,93.33,27,0,3.58,DZ,1722877551
511,port alfred,-33.5906,26.891,54.18,72,1,0.89,ZA,1722877552
512,tavsanli,39.5424,29.4987,73.27,56,45,3.67,TR,1722877553
513,puerto armuelles,8.2833,-82.8667,84.18,78,22,1.34,PA,1722877554
514,tsiombe,-25.3,45.4833,65.91,80,19,2.04,MG,1722877555
515,belyy yar,53.6039,91.3903,64.29,82,0,8.0,RU,1722877556
516,tromso,69.6496,18.957,73.42,46,0,3.6,NO,1722877557
517,katsuura,35.1333,140.3,76.17,91,41,1.58,JP,1722877559
518,yanam,16.7333,82.2167,82.0,84,100,1.41,IN,1722877561
519,brookings,44.3114,-96.7984,77.25,91,40,7.72,US,1722877562
520,bucerias,20.75,-105.3333,90.99,70,40,0.0,MX,1722877563
521,mount isa,-20.7333,139.5,64.17,68,100,6.17,AU,1722877564
522,mukalla,14.5425,49.1242,84.6,77,87,1.11,YE,1722877565
523,conception bay south,47.4999,-52.9981,73.04,91,100,6.61,CA,1722877557
524,thinadhoo,0.5333,72.9333,83.48,74,100,5.72,MV,1722877567
525,sarangani,5.4033,125.4636,83.75,74,93,2.12,PH,1722877568
526,weno,7.4515,151.8468,80.55,83,40,2.06,FM,1722877569
527,darwin,-12.4611,130.8418,73.38,88,100,1.54,AU,1722877570
528,jogindarnagar,31.9833,76.7667,73.51,91,93,0.88,IN,1722877572
529,curillo,1.0333,-75.9191,74.7,94,96,0.92,CO,1722877573
530,ujae,8.9322,165.7642,82.83,74,100,2.12,MH,1722877574
531,basseterre,17.2948,-62.7261,89.98,71,20,9.26,KN,1722877575
532,portel,-1.9356,-50.8211,94.28,38,42,2.66,BR,1722877576
533,verkh-chebula,56.0308,87.6218,62.28,90,96,3.48,RU,1722877577
534,bam,29.106,58.357,99.12,17,92,1.04,IR,1722877578
535,lospalos,-8.5186,127.0025,69.91,90,80,2.63,TL,1722877579
536,ramanuj ganj,23.8,83.7,77.38,89,97,1.73,IN,1722877580
537,conduaga,8.862,117.4893,78.35,90,59,2.28,PH,1722877581
538,port augusta,-32.5,137.7667,44.98,82,8,1.17,AU,1722877583
539,waitara,-38.925,174.25,49.5,86,49,1.63,NZ,1722877584
540,marsh harbour,26.5412,-77.0636,85.28,71,99,8.45,BS,1722877585
541,andovoranto,-18.95,49.1,69.17,90,3,2.22,MG,1722877586
542,zapolyarnyy,69.4154,30.8136,58.28,64,7,2.68,RU,1722877587
543,soto la marina,23.7667,-98.2167,89.56,54,38,2.96,MX,1722877588
544,sosnovo-ozerskoye,52.5249,111.5418,51.96,79,9,1.69,RU,1722877589
545,yoko,5.5333,12.3167,68.7,93,91,1.7,CM,1722877590
546,santa elena de uairen,4.6167,-61.1333,78.96,58,29,4.82,VE,1722877591
547,lazaro cardenas,17.9583,-102.2,84.83,68,100,1.83,MX,1722877592
548,tarnogskiy gorodok,60.4997,43.5761,60.22,96,95,1.93,RU,1722877593
549,ebolowa,2.9,11.15,73.38,87,96,1.88,CM,1722877594
550,pama,11.2497,0.7075,82.81,76,93,2.49,BF,1722877595
551,lakatoro,-16.0999,167.4164,71.62,66,71,6.03,VU,1722877597
552,champerico,14.3,-91.9167,91.94,71,82,2.17,GT,1722877598
553,muroto-misakicho,33.2833,134.15,83.08,85,24,2.81,JP,1722877599
554,martapura,-3.4167,114.85,78.89,89,100,0.51,ID,1722877600
555,sao paulo de olivenca,-3.3783,-68.8725,94.48,43,28,1.74,BR,1722877601
556,cuyo,10.8525,121.0086,83.14,73,99,2.72,PH,1722877602
557,sur,22.5667,59.5289,84.54,68,88,2.53,OM,1722877603
558,lame,10.4415,9.2396,75.18,81,69,3.38,NG,1722877604
559,ha'il,27.5219,41.6907,95.02,23,0,6.17,SA,1722877605
560,andergrove,-21.0833,149.1833,59.65,90,11,2.09,AU,1722877606
561,saint-pierre,-21.3393,55.4781,69.48,73,0,3.09,RE,1722877607
562,nova sintra,14.8667,-24.7167,81.77,67,16,1.63,CV,1722877608
563,pemangkat,1.1667,108.9667,80.28,79,14,2.85,ID,1722877610
564,bozeman,45.6796,-111.0386,73.2,55,0,0.0,US,1722877500
565,matoury,4.8483,-52.3317,91.36,55,75,4.63,GF,1722877612
566,tataouine,32.9297,10.4518,88.47,27,0,6.15,TN,1722877613
567,sotouboua,8.5667,0.9833,80.01,80,94,2.13,TG,1722877614
568,libenge,3.65,18.6333,80.64,61,88,0.38,CD,1722877615
569,lorengau,-2.0226,147.2712,79.74,85,97,3.52,PG,1722877616
570,gamba,-2.65,10.0,72.36,73,73,3.47,GA,1722877617
571,glace bay,46.1969,-59.957,82.15,76,99,1.58,CA,1722877618
572,kristiansund,63.1115,7.732,68.05,87,0,2.06,NO,1722877439
573,kiunga,-6.1219,141.2906,72.55,99,100,1.42,PG,1722877623
574,sanctuary point,-35.1114,150.629,50.2,75,89,2.91,AU,1722877625
575,kumanovo,42.1322,21.7144,86.5,25,85,5.19,MK,1722877447
